msno,city,bd,gender,registered_via,registration_init_time
/iRjky36la+xTJLfeTsD+NmC6196DvMVVXFudDE80vE=,5,31,male,3,20131213
rYZBm8NqjtxDtuI2eJKDZDKM1AzN9pW9KtXRgdWSCP8=,15,26,male,9,20080525
oq4tD/737XgECZal45oQpHOyN/yUcaGDug4AXhb339Q=,8,27,female,9,20080925
atSaQa+PlEKRtIGFeYp0nLwe+jhhcWBcrK/NekyTzeE=,1,0,,7,20150801
If5MbrmfMvYMWzJV+a5QXZf8YeqLVU7pek3fE0xgRlE=,4,32,female,9,20140315
ZPCFgJl4gmfvDgK13RraODKln3y3h2JDofhM8Mg14U4=,3,25,female,7,20141115
HQqrgSZ6oB8Nr2lMlkrDZ0tEjUBbMQh5AkjBBkoZ20M=,3,27,male,4,20160828
jxJiZxP4kYclL8NFSCFbRpo7GZZAEDUOkMnRJ31j1g8=,1,0,,7,20160906
cYwapM/EgW2nM168aR9UpqiY3c+tpAtiDyCJPAxajCU=,22,39,female,9,20090612
TSwPED3bhuZukQT1ntCLPF5PQbMALgBsxGfLFbJazho=,10,30,male,9,20090915
2tIpSdhS4Yc173gFXZfLEmL8tXCjqsf1VYWOlYTx/UI=,6,29,female,9,20070623
nxiUTSexYougc+9sgGy2jZSJUJ6BDojlIEp58PLHH/I=,13,19,female,9,20071027
Agn4SsWFQmlTyIqlcwgr2dx2gXpaiiK3y/4IK8fxB4o=,15,24,female,9,20141129
tG4UeT18cvu2XMOF8gdhacWe7fgHu2aJeSHIw1nJLu8=,13,26,male,9,20060218
dNPeaKLGv9ypkmOyFHcRAtLZEvusMqC5A/w7/XCyORE=,22,20,female,3,20111211
GPyQxOFA3uDXfrHU/rLFXrvxFykkZWGDnP0PzQaWhuc=,1,37,male,3,20140901
VBWgsqi9qDR3YPL70RTrGssxGinVV4hFoYaAxOIw8WY=,11,27,female,3,20140125
qynKuYp6BTtkZKuhiyHV6ZYNL8v6U+KbaO+bhOZw4hY=,5,36,female,7,20110605
XOO1Cl3zTqrAQHhB0c0hTqjAVeMm7f3rQ9ensZ1dzVw=,5,0,,9,20140601
1Y4KAxU6bboayJ3pvuMTFdG0Ig8vAFr2kqvYCOB7Or4=,1,0,,7,20120210
ywib9KeUHwFQTVXlhW9ydKmr9wETNYLcDpwYCsIFgf0=,1,0,,7,20120416
inrm0XerV82rxHnpPbg46IyGX9DEsAoYGKKQXDzu9XI=,1,0,,7,20160419
VfBscKQRgY6EauWYMJSY8TI1BmOg9Zt2F7QQU4jPMaA=,13,24,,9,20121018
yegqBSav/PQ323/kMWvXnItxvYGuIBrfR3D4ZGRIE6A=,1,0,,3,20121216
3PV5pf6u+fr5399lhyTxcNBaDM34C821Rt/+LFDcVA8=,15,25,male,3,20121229
VPf9kE41FF+tnSiTueUsst01CryI8V2sUuNcta8R+QQ=,5,30,female,9,20140704
nGkI2bZZKV4W74RPVoQdn8e48s50FcBWqh8PRtj6LqI=,22,26,male,3,20140711
9QUM7tfYTRpbSVBvL51iNzRXK/o1FmKZz95Uwwk1hpg=,1,0,,7,20160312
6//EzJm/sYRSPuKz33ZMtW4XRr5k+0mtFrq+QKkF6MI=,1,0,,7,20160313
DTi2gTjIth5hUJ5KYT7RRBQ580bPAB4yKZ4AKPOJdZg=,22,26,male,9,20080303
Ci8gQ1V2EtFpAyk4q4icynKg/+UE3qAkxBV/lheRWG0=,21,41,male,9,20080419
xY+va9KdJdBRDv0uoNGXefe3HrlkQileoezIQYcqmxE=,9,30,male,9,20100603
pNDrdgB40z1/Pv1CDfy09lN4kuVoa8QMIC7epwXPNls=,6,27,,9,20100921
KI6CtrxxGzzg6rHZXb2cz4HwqcEaTGuvKKoy9kib4ZU=,12,19,male,7,20140306
lPQZVJRFTeR0RX4HxFofDAHByxa51hFsgfxgfruZzoo=,12,22,,3,20140316
2ybYIp9jqPBL/vDPwUBBzZVwnwLYaFCZU7fxORLS1sY=,15,18,male,4,20151127
880mbzXnxL7NAcEj3isvS3HP4bTErvpjxzEe+ditLGI=,1,0,,7,20160603
SebCOt9Hg/eioKT4JoGffpKxrwhIGkLWjukUAKPx1E8=,1,0,,4,20160605
dKrHdHeuzOKrFiJC6EQ39SDBRCpLKZDm/P6bt+JZPRg=,6,22,male,9,20140324
iGi3DyTz8WNmKot2y9ngcro+E9YR2SnRFVzdmUb6gZg=,4,20,female,4,20160325
hJ4KDHR2bCSoNxBI5QlkndmiMbzRAgLgR70ff1gpY1E=,1,0,,7,20160326
yreEpdKB3xhQULVIRsFHexUUwfVymrCgtxjuVL5ByPg=,1,0,,7,20160611
MWRwO0cbEyLFCD854ZPuu+8JQ6XLQ8J3GBAWpKAoq2s=,1,0,,13,20170228
N7/A25usLq7ofNlgb+K4yXtuEY1L1Qte8oZgSYbB8NQ=,8,40,female,3,20140731
KiduMef87bO+eKNDQz/9DsmevFYNNtevlpKu8hxTlYQ=,1,0,,7,20161107
OTH+bJAQ/OlYmvPEpSsQEvveXSRkgV5ReI+WBDdBeVE=,1,0,,7,20161109
4yzgplZ/shgeC81J4XzF0eKSKfVyZrOhNf6I7mNXnsw=,18,17,female,9,20161208
VhoVw6NQJxyZBj14X77G/4+y/Qp6Hig2gpcT/MXqlWI=,8,27,male,9,20061006
BU3/fD8P5cEnRreUxKpEAyBU6B8cyZPwsDetU2mLu0o=,9,24,male,3,20130203
0jI8+ee3sMzDy2xiuWpX4/v6rev/tFTOB9ooI0ZHUSA=,15,30,male,9,20070731
+nzUk+sl7saNtDtwhRK8NT0cJPbhU2HTItyMpTDuWa0=,5,29,male,9,20070914
bvXzhnKUfAD5x+dI5XuVYZo2Ye39jaEBfMpKi6M9Lj8=,13,0,,7,20101017
8KurNAWfjS0DBzzdfmQcm1UHvHfLuH2AXcYNB7BtsAg=,1,0,,7,20101204
q40WY8OCemTQ9+zOnmwP/IjYvLdT0a0VJ0E4fshT4Jg=,1,0,,7,20131007
Vu6pONLkoxvr2ZlJaSBXQu1FTdlPwIIuwXo3Rm4dh8o=,10,23,female,3,20120823
FN6Mz69oOq5JDeBt696DzwQ94d74WyAiFEXc1r19GS8=,4,35,female,7,20120829
A7H2lAlKyY72ZzTcP9R9WAUZQKBrtywRvCMHIB/Tldg=,1,0,,7,20130501
7jmMmW0tWm44bxr9UceYIX/EuohHsT+pLp3m6EZLznA=,6,0,,3,20130520
sqxfvPMwFB7g0+T9NrSGY36ADNDnHtS720Vczlf8bF4=,13,17,male,3,20130525
YNTWaNK9L9WrVy6mTg99giq4GXbpqgsbOOuQuwBFGx0=,15,32,male,3,20130613
EMvcq7S1OC4j8Xl1XY5HtMNOadS2ne2luMYDYqV5r3o=,22,27,male,3,20111218
9TaP/i5QjhC838ByJ9zalwH8fHhTLNsrslO5BeI4pE8=,13,46,male,3,20120104
vdEcd5qKY3Skiopo8nBp8liqTrig4zXrvtJcLNfvpYI=,5,22,male,7,20170301
8CdAI7EAm+l7r0P+xlfz72D8lY++eRz7KARpQOXmm80=,1,0,,7,20170301
EeAliKifkjjqCb34LSjS1dqmhh8Ny9Dis9p5HMqd6n0=,5,43,female,9,20110615
7y9+TV6i1a3lVwDWQBaqnLyaSpRyK0fjEism2N3cwhM=,13,46,male,9,20070506
lUaxZMb4m+jJopqPmraXtdsO4wgWn4hXOfDpFxYCNIQ=,5,52,male,9,20110514
E8ok2b/YYTCvySLt0Nd140dpcyv9csaexJnQKVhAPYY=,1,0,,7,20140810
V1DS0qJlf8xPLyNAzrRMJmOzIRzAaH8G+XOy+80/Q9s=,1,0,,7,20150703
1+jjQ/2yo/HMw6JeEKZMTRdjq1N0YczuaH6eSAvu5fs=,3,25,female,9,20150725
X+fP8pawmc9g+9A1QZy6R96shTZGunk4flKCJS52npQ=,1,0,,7,20150729
hSI8Bi8ZTMg+69SM8Sd8S5IE5zKIcB1Idtw876BmuoQ=,1,0,,7,20150906
ddllBWIoBaYTUuGBHvDb8whMdYgajjsrsvbxOwG9KVw=,1,0,,7,20150930
GBitEx19tDdtQaSMoPfcEG2h07kQ5QZMiIaluWN6i0I=,1,0,,7,20151128
V2eXYysCQHmlFtSNb68nWhV7GK/EbjvaY/HkUSPw5uE=,1,0,,7,20151222
UJW+Z3LCSB6ZnELl+18NUHFE+BFSpE3akiAVQNp7wYk=,1,0,,7,20101221
w7h8u7NTv4XVrKFcKX0+wPL4y0DzwyNk+/ESDgSSCrk=,13,35,male,3,20131015
3savhay6D8+Eim0XNmVP1QcpIwkkfX+OoOcIDTZBpGA=,5,48,female,9,20070716
OZb/dDDeObzzfLVFddZVnGzoR6vXMQWOC8UN6pj5+g0=,18,24,female,9,20070828
Xn/T7ry1Y3yZT7x1D6SmJqJ+WHv15oXPYAFet8InBu0=,1,0,,7,20150710
GIAZbtzbmM0pmrDYx9YXdNwnzfvMNQjG2qS1WL8abag=,1,0,,7,20150804
qlwp+Yq5mNavYK9oxZw31iMAiN7sfsp/KMmyVdRTmB0=,1,0,,7,20121011
Sf7bIXi0PZpsNmA4mrOFxaQfJ6b+lb8JNpQ391Xev90=,22,33,male,3,20121205
TmcMc5PXlE1vHoh3oyj0OKUQqszebfO88dT+oIDvZ4Q=,13,25,male,9,20121222
JfmIsptGr99qyy4AdAcnprmucjLJQL8bqa93nGBnW2w=,1,0,,7,20121229
AJ8BU6sRF8hfOU2Sy1FkvUIif8CYabzj+EgcqBY64lU=,5,31,female,9,20130114
EQxhnm294zM5lKjUyAwU50O4dohe6e/TOnhyETnp8VE=,14,30,female,7,20150503
P7vt1ugMPGBxFR8oOidGJZbz7yNPUNQjHd4l3inhFTE=,1,0,,7,20150507
djUE2R8/7sz2s13qFIYugQPVBY+apSvCqedzhGNdeX4=,1,0,,7,20151226
LzwHNRO9qyYlSMu61WT4sYm0EGFpCr87MQNLz7uB0Mk=,15,34,female,7,20100306
riAGPGpF8np0oS9GOooTYdaqOxvfk9E8J4PZDgf5T2Q=,1,0,,7,20130719
EA4MedEUr4oMEgvXFp/1/LKi3cAJpGplpIaagRkpKKg=,1,0,,7,20130807
LTvlWgNrpmav4X81CD8/xICdH0wjnW8OEE2lVMdmarc=,21,38,female,9,20130814
zuyCgCsX/t1x6bGHm5OTZ47Ui3fAhTUSPVWTTBVIWEM=,1,0,,7,20130823
3ij0zKbCrltUDDMEO3rthyi1lVqnOgiwqUInPor7E+M=,1,0,,7,20130907
GaSax6wR9nB0xM6RGszFmKUM5OqgzlubYE4zbVkdlZg=,5,0,,7,20110617
ClYx68Hn/r1Z2smAbo1+RzPqyEYWbvRtkmbC1q0PJGU=,13,0,,9,20110804
ysEtn8HVwbTUtAzzYuXvgGkGOMnSALeKmvr4ssITkwA=,1,0,,7,20141213
5QXZQKKCTGU3XlV+CzcducAIhxdmaRBgZICtStB/Xlo=,13,24,male,9,20070622
qzky+DNRHF6sEV9BwQE+pCGIYzOL7FOwrIpXiM/nJ1A=,13,18,female,3,20150330
u84s8gRNJtvXJOu0hN4nD8Rexuq63aR0Hip0CVk1gVI=,1,0,,7,20141007
b4T88z+qsooFP4AwL4FuHxmPQYXpBabVdPr5POi75Pk=,1,0,,7,20120824
VO3+Zls2a/02P48J5++uwgAQ2YoyS0s48s7g3gK8IFI=,13,25,female,9,20050102
WAjCiD0tjViDRJCMhKEdJqMLZOnZIlEa6l+txMraoPg=,18,28,female,9,20050728
kgGiJEgDm79FoyJDgx2MSZtgFbnnIVNGUkiueNJWLGQ=,15,26,female,9,20070314
yp5P+hwWnlCVsJ8ooZoq3vPD1h6VbIR4Tfn26E/s4r4=,11,30,female,9,20070405
feW2w9UsW3LgI9qGH1JPATefLKu4uhRI7ax6X9lXVgw=,5,57,female,9,20070517
KKYBArJQkfxagWDOkOwlqIPVfD9pHCF1iYkT0Z3sP8w=,14,47,female,9,20040904
NuFD8wrwGqXxu+6Jmfhdk/IPyxwy0bVM/feUm4GoPaM=,5,33,female,9,20041108
h+5y4YTJVngkvV0hSmrQPj3JPxfpuGVWf6QYuhXS79A=,1,0,,7,20120215
Bhar74DocmrwTvdvADleQ4a9ZaC9/2j+AcOoFhnmNmM=,13,42,female,9,20120323
M4jAeGTLQOhQnuUUTnad1wojctmZ90eOZccmwD6XW/0=,13,28,male,3,20121205
RJ2ljp2GQnwgmyJSQClBkXtZdzK+1zaEq4ejVJM0N80=,15,48,female,3,20130113
MY4Svwddz+fKL0JNg8uauQvO5JfguzzdVYYz/0KBseE=,13,32,female,4,20160824
xC+/SYEDVCLz2UahDfBfvkwdFwX7it6uqcMVjJFlZWU=,22,24,male,7,20160910
tnY6oQlvLpAxua8wQrOnzvXX6N3ia1R30w6Vf81q4WM=,1,0,,7,20160917
lyzDtOQSq+H2Bbt/lZlhvMsT3VXKkxJ6J2JtjnV/OBs=,1,0,,4,20160926
CDVJF7K07ZGFjx5eLQAV5dZrwcJqUiY8Gj8kymLH73w=,1,0,,7,20161221
8t+nK5yu+18zZCAei/HIEpccBtwDuI5PN7XhQctPDr4=,1,0,,7,20161223
KZWat6BmbPsK210PkazGNiod2gm3Sj8JOo393Q2eITk=,13,31,female,9,20060102
ZgC0tUnRvA6N6+DJUmlKM4Cc14osSsq74aWsHb+XRlQ=,4,37,male,9,20060226
GPf1aG5b7F9bcBRRYLYROM9BV3juKcIOMyHZBZnXnPE=,1,0,,7,20150802
34XEACNOD8YxntbkjRL3oUBObfmPqxtRNPBRCpA2Fa8=,6,35,male,3,20140504
ELFYABkiMiucMFw+Wqat9hpI9tYwDh0+20L0nmlLU4Y=,6,42,female,9,20101006
cHpanQ1kT+cRlfAAIgTJLfB6I8HT6mXmN0hz7dBflD4=,22,25,male,9,20101022
aVa3F16je8MTDudAaAvQKKL3n7Ca2u0OnXMMWMG8m50=,1,0,,7,20120112
gPvyYCpJm8+2Xy1jDaQ1kMd5M0iciLwplQF0pUA6SAk=,11,20,male,4,20160902
r1KUeJqKD9qp34t4yiAqu7MBhRWQVOVthke7RIlFS2E=,13,29,female,9,20110716
C+kTHmAP9jRoh3tzvhz7wAZNrefKCGs2UwJMJCT0KY0=,1,0,,7,20110730
E+v+7PVyD5vcB2nSKC1F4ZLmQzc7FaXFm4zRAn/A6pg=,15,21,male,9,20080714
vfFl4PfYb2xLUR8Fs0w9jA6HZfN550GePS85ztpsngM=,5,53,female,9,20080921
qNHEE0IYQhz55RVEB4qxD9Ij7dbyvmr0Pb8qv76wDls=,20,30,male,9,20081030
7y6K9uxWRROtudoXZTUINAoQswtmMIu6jzaWjLdQMMM=,4,32,female,9,20081109
hhCHJ4dEOxh0YI8RN8n06sj43YI36ylLroQ/eIXjI9k=,13,0,female,3,20140707
O5I6fodLf+6jVqoCPNSiyQdXFBpruZLdW7//gaI2fwA=,1,0,,7,20130715
Rkt4lMKGKrok1QkVWTVJbpm2YIMwKsBFjQrYehDUp8s=,1,0,,7,20130717
poKFunKCkfUdIPIGpcifcRSsaCbt3/VerCyITYg8sFQ=,18,30,male,7,20120717
sNgrCfUgeW5Ly5NEx/Ble7VnGhnRLF5WbrcUKwq3HQs=,21,27,female,4,20160418
ReKumTb+1LU6NSqltJmaU1KTKbtzghMBRjnQcqPinvE=,1,0,,7,20170123
wPqBHkTuo/T/WRMtYpGCnDKU3ipzsfIoVD0BkBA+0GY=,1,22,male,4,20161128
ByxRKe8KqWWH/yBxymHJ43Fo9Sl7cGQeb4y1QxPdgjY=,1,0,,7,20161201
BJZG7HZwRwWm/zCC59FHbDoXwKI2M27TCGH5eZJTFOY=,1,0,,9,20161020
Tqs4GZpZxwuu8R6tSkavyL+lraSOsOpd8qtoTBd4OUU=,15,27,male,7,20160126
USHhMtVdzJfdMhMNCynlUsd6GqwY779vuIQ7fwyI17Y=,1,0,,7,20140614
PBxei6EG6vYAHuFAD8P/Xv3ch+4/1I9qyp63PE5ezA8=,15,21,female,7,20151219
J7me3Snyd4E9svR1RAuSRxV2v8i6NdpugSonqZDLeKk=,1,0,,4,20151223
vq2ibvXCVjeaW+dVIPZy1MR+SWC7SnWuwzh7NLPki5M=,5,28,female,9,20101215
qDU0DD0SkAfueopD+VJlnkGjI4ejGPMZvNKSYIq5YPs=,5,26,male,9,20110110
ZxAaakzbcWNwc0PIY2NzDWZ1YSl5F7qj/QiqYm9E9ic=,1,0,,7,20110219
yvd8z66I0sASGzLi5tENBxvf4s18Nuph2wV+dFHGe8o=,1,0,,7,20110308
bRkII0JvR8trgvFkQLVNgutlM/h1rQgzPFy4YnRF6b0=,13,24,male,3,20140324
Dw6DUrBeWu2LgUYUULAK6CqNuVCDNkMbFBAo19TVPxg=,13,23,male,9,20091227
ADqDWSBNPBz0KBNxhcU9G32G2GxyRyUNNR8tMoX2V5A=,22,44,male,9,20070608
FZjGCz3Svv8E1FKA/3RoKQha/FPlPgCSDTq51oXG+os=,22,18,male,3,20141011
F/6S36tGjPqQNmJVfD0PRjDL7cEdIL0siEE20p0c6RU=,12,24,male,7,20141016
fPXrVJqAIsoeXcyMjPYtBHBMBnkn02a13Fw3UStcXdk=,13,26,female,9,20061015
7/lubv2FQpb/HvmXCVCaza2GEdLqZBB614rH351sKwc=,6,31,female,9,20061102
lmBFdRXDDwZ2LtLH2bKuEvaFpgAmBU09eAUbbkJ/m3M=,13,27,male,9,20061120
1XzWdT0biWfdvEifzVEcwXOR89H9Y+GdatzR44j3lzo=,1,0,,7,20131024
CJKEQSfwMyu3vFPtiJgMNXG+BoHp5r97ZkyaOvyxkd0=,1,0,,9,20160119
xhOtyBVxpbUCn2KQj+Bbiv2Sg34pg5Q6DatiSvU6NS8=,1,0,,7,20161004
z9Gr3s5mAaW/wPYLdgMLw5+ROTaUd00rUvMFfwtoXdA=,4,20,male,3,20161004
PLeJoldhiMM4iFYU7p0APdtO46PzrgYKTMBpryNFLBQ=,1,0,,9,20150412
xyerq7Siyx8shcwl1Yc1f3kiytdkVPRSU4sTHY5LIlE=,15,36,male,9,20150415
muAQ915yH4Fulo8dBbaPiyVNkB6wBpayeyUWYSwtQcU=,22,39,female,4,20161109
xv8Tf8mhuQtPUyXapBNumyv7BL/F+XZkF0k5BTlbCD0=,1,0,,7,20161119
r5pT6avbkGGLy+5xJAcH06nL+2Uyv7zHZ1GztyAWIuc=,1,0,,7,20161209
3fGhvOkI27GMDwhwG+v2GjUPPL0XTEDyx2TuX1JYV9U=,1,0,,7,20100920
54vTc3gHZmQxLsyMRLblwk8RhRB/X6wrmKb+B+gEJ1w=,5,26,female,9,20100925
jYEk9VYJf9ZKoYz94PFp5SCoLKdBqqTDMDKIpbNNE34=,1,0,,3,20140531
R6ODqShBk6z5eYg8o/Prwx2RksxRFDyMBxlWQdyKtqc=,22,33,female,7,20140608
cB24UanTAj3hN4dhN2AM1vP1BZR/23BznGchbsoSF4I=,1,0,,7,20140621
4eC/vIuUuqU5dhP86TR+AGWwyKDD26+P+OdIDM6BEhk=,1,0,,7,20140626
hZxs9A7plq53lLdJFH20JBEq0V9Dkb3NsLx8/HWCtOs=,1,0,male,3,20140627
z1dkVgTmOC5mcx/ytXZxUOcA/bFwHRxg/sgc8yahNhc=,1,0,,7,20160707
rT6QpAig9T/sx9zFSRSWgvPQZFAT8dphjJ5KUvwxPB8=,13,30,female,9,20100616
DETStSlZRtibvxIUei1OUv0l/5vfU8iQEKT6fIwrvLg=,1,0,,7,20160325
R9vCyp9mKR5QgEcKDXBU1a1buL7Csry+VwZDhUv/WX8=,4,50,female,9,20051109
iD3kRdZH7OJCcd41XxU77cWfY3QYBFCzZgmQaqABk6g=,12,44,male,9,20051215
vKHPKQ2dMCQ0h2bNgZvo8exkZFOI8QcJ4rXFMa3RLPA=,11,23,male,9,20071122
XYR5BJWJzhQmaMXOYAi5mIZd74LddqBY00P2O+j6orc=,1,0,,7,20111218
lt8sGHo8UnvIjxFgkRl5hRHvoyXwe+26Et7txclNecg=,15,26,female,7,20111223
+hrKIraoPXk9WmDwvlPmRfsf/5OnfuW8v29CTtbly/I=,5,25,male,7,20130913
ra/GSBRjVvd4Q8fYu6sxB2Hr3taWVf6SJ/7Xf98qd6o=,15,43,female,9,20110726
Bt9aXGtatvND1vO6dxnzt/kVm5HXC+kxIfeRKtBtHpQ=,1,0,male,7,20110811
eKjVtH+YFsmugYffxX/hKW/qKjbJOkvGnfAxK/tY42s=,21,29,male,9,20060720
x0Domfynwgq/YwnFQHOM5De3+kFwEDh17zMCRryj4EY=,14,35,female,9,20061022
fw2mGPMoC3sYONbbCbQylN/R7itEjZRTtrbTzzNpGSI=,4,36,male,3,20140607
qVqC/H1HnvQMesZO8lCVJk5CUWBb75dokn8ErI9GTC4=,1,0,,7,20150804
E1af4m7F5HzdbAlIyddeLhM4HhCrKedC5C8q0PF5eO8=,1,0,,3,20140203
fQ4vfF1AyMIVaVkaEjpy0Iv0B5H0QpaCoXglQhEWMOU=,5,24,male,7,20140212
9tdk6JJ7l4nUegrvzthnUPfyFckbelHre/l5lcrcNh8=,5,34,female,3,20140628
iJdLu21H5cRFz6sNM30EpNIqldzhYO7VKuYJwJ44zL4=,22,27,male,9,20051211
oRdVWFy59CAEY5t6fDu0b41rtsvG4DxNqHW2SPa5gio=,13,32,female,9,20060219
gt423tmrhniisYIGWbtbLqYkc2WnJViaOip3YUXyMf0=,1,0,,7,20160619
qnWl6hBOkVDX8SdSemU/izcBpXmXf5A6hektnlD7c88=,4,19,male,4,20160620
qNisxFJvSXSnGjgITD0XXZhxZ/aB7RLXBDKW0vbTPLg=,22,53,female,9,20160625
hefsS5WnGUYOCMfsonwAJnvqtLg9pPSEHmsdFI94ZNE=,22,31,male,9,20040725
QORvXn8PxA0ZrYfcsZZeNIjil56nhA6zZLPUKyWxK28=,15,27,male,9,20050107
b20Qv3qQGQ3W2hbCg8mvlUJF0+pBGNRLEWQ1InuoD08=,5,44,female,9,20050326
oz9PM/pNBagmLJP7sL4GzsfYVicNBArQ57mkznvWGF4=,13,31,female,9,20111001
gSzBh851xcx0jSQz+Sn2xJUhbI25Kx1i0LYjYZGllg8=,15,0,,3,20140723
qnxfUtJ00Xt2ndTU7H72A6zXcw/wrj0MLMnNUxTA8sY=,1,0,,7,20130801
RerxWF1E/pAzPhM52dw9f+PsWwRLZJx1ojxhNVCtRMQ=,1,0,,7,20160117
Qcuigd8LPQyp+Uqhwqj+3F4C61EFx5ZcSdiGhInI7Os=,1,0,,7,20150703
vbEyoGlm3QklZDFpFVpNWlhgZW5QOkzn9G4kyhoCF8g=,1,0,,7,20120330
sf9s0QPjCZ+9R1+///mcAK/fgzqVYXNoCdR76LxrUqc=,1,0,,7,20130918
sr5dPrN+cTlGt/FGdTO9kHN8giZEMVN4nupl93PGKtg=,1,0,,7,20130923
xhiSamsq7FL8CqB/jvPvYt7NCeyB9vmYotTecSjAiT4=,6,21,female,3,20150722
WRRLCJJJEE5fmPoEIoIQd9fISwwpCYtDvVY5YwUjV0c=,13,28,female,3,20140330
8XpnF8EeZQtqOKJJzyhSb+Ji0nHY9xd/zLbF3ZkUEu0=,1,0,,7,20140407
1Vzpm39F0R79/Mp2CG9ykUZOrAv/R02hLaI8Xdd3nx8=,22,20,,9,20140412
DxkF96Hxszf1DamljvNqV/PNbhvZMg2BJrWv3DLk7Js=,13,0,,3,20140423
VCRgRvy+TVgUJZWQFqbbGxtGOZGpKM5DD7iH6qIWons=,3,20,male,7,20100429
LzUDg+xp+4w78P7RkS93YSAPMhJn2sS8RQSIZpV/9B4=,15,38,female,9,20100127
+2oK/qWmYvAnfNZsVV5pdsJ9n6d/LZn6CdwiJajGZas=,9,23,female,9,20090825
xQ7I/FJwGQiIufE3ow9M1xTy9l27WFwaEQ0OcIWskVA=,13,34,female,9,20091107
UwQ7gmgPT5Y8UqMv36DEI0hvPzsBodcn7m2OIT1+fN4=,1,0,,7,20140204
1aP4tUuSVeX6m+t5/bL987O8nUe/DM9uL3/c7hv/fM0=,1,0,,7,20101028
QvlAiLJov84uq/bonz0aMrEWGcnoW51gsL7XGoEbDy8=,6,0,,4,20160702
tNwrOLuelq9X0Ypzlk6KN60tu9fOBajuoUOLuwp1p48=,13,22,female,9,20161030
NEya+r/AxeHjorpwFUri3+6soPED6del1eaQxqJjnr0=,1,0,,7,20100802
CMCI4tze/qLXaYTOe9UV6Lhi/g5LA0nCQheq9E+DM4o=,1,0,,7,20140616
SDpVRU6LlibiizLKQI5B2ET1fZXNC+Z/B9iOvlHlX58=,5,35,male,9,20140626
XOJ5CA13NghGMrVccYL4aMeaJE09NHEo4LB95OPzghY=,1,0,female,7,20101206
PPWX7oNlFiXBLqbjHKL8r5RUV187dXMQSMoH2nLJ/QA=,1,0,,7,20131004
Yqb8O75VbaNfK3tJ5ReLg7BngpudRV0QGGKqsLeEQjs=,4,26,female,3,20131009
vB00IhFvF7bPWDEdmFLKf//dBqmUqLHmf8Lcf6g+eFE=,1,20,,9,20170304
syVC6FwPvztsJmYvChJDG9xXYB+YgjZ8vtTLXhO+cFo=,13,20,female,7,20140714
2HD6ErCXJXnvClrZvdwdW6qgI8aQYpXOyje2REJi2oY=,4,25,,9,20140720
5O3t3fEp/Xgu1C+w58NiOXd/UO9g429CDHSnMRfl6eo=,1,0,,7,20110512
NXCLN3YLYJEs4OX0h40gp3hjbWR4oOm5JERxHZ3Uf+8=,1,0,,7,20110520
YFffmX0B24RofLH22Tefybmt7tqKLE6wYRZtn9vQ1dE=,15,0,,7,20140210
ZLjuhQL3sEgY8fWHTRD0takF5neKYVUS1DSTBG66zX0=,1,0,,7,20140222
1nv/AgmaG7ikCtrwZn/REApsXfVHNpsY/c78ZOqtzsk=,1,0,,7,20110520
dEAf9C3z8RFc+SMdh2mvTm6xVWfyNx4aK9Z05W1ize0=,1,0,,7,20110803
0dfgGhkZU8dt6JXPOywHvkocgHkdjXqGBAtHDaRAkLc=,1,0,,7,20131027
ZFlDdfX1M5osLTUnp7nSvTme3vhcyV84I6aF6Zeled0=,1,0,,7,20131108
N/X52qN9BAs2rIpPDZ2Fcc8IWOn6qPQn8fOnTjlJ+nU=,1,0,,7,20100413
zM03vpVZBxz9uPbOLX5TU3F6lrxe5nNtaRvBaN0mcEQ=,21,28,female,9,20100506
Tio5T637vGKMxs3B2HpVRkXsOQhTUGCShpvn0ZuL9K8=,13,30,female,9,20080329
nFZiCoblrjyD3Adg0YGvNfQIAI8A3MrtZmKNrZYm3M0=,6,28,male,9,20080615
Oqilf74V8DPErp3inxgJbjnuuE+IejA8JQrsg/v7feA=,4,40,male,9,20080724
HRjl3IsnY7e+lRW4PsGv9EANFissVAoQuPAkbAlHoQg=,5,43,male,3,20120120
dsivxzx0wbRJT/hBBvL0LkHBQtXFkpCsUqE5ic3+qWo=,1,0,,7,20120202
VuYC7NqipA75Wy2EQnqe8HCkygLWsn7Btcdnh8NXM80=,14,37,female,9,20120305
nYQDWYuiga9tBJYVv0UDksOA1HoKQW5G0JnJYR0P+mQ=,15,31,male,3,20120428
WTulnHXqxEH7Vph7DWYA1xbkmyvIdrEqiiH8OQmHzX0=,15,25,female,9,20060830
79eSawu3ETo4S1aWNkX1X6hqZ4Fmwj9BkhmF6rn9K8E=,5,38,male,9,20061102
TbS9RnzJCCTRB1rpOjPi5mAznPKA30BK3cisUlcXGrY=,5,27,male,9,20061105
UQjFduQIMtXpqP+tt231A1Q97A0ZEz7WzYVf+f816Tc=,22,37,male,9,20061210
SGwDJHM07Bt7kTPCvJdj4lblWv0r8N0rqULEb/mWn8o=,1,0,,7,20110705
kVxsIBtpiWVhshyD6KsMhNMV1JhUagMdmcOqaQRE/w8=,1,0,,7,20110728
IMVg/eXJ/srGAxFMxAMPTe1JAuTFJMgDvo8opXMqyUQ=,1,0,,7,20130912
Fb8oOTTS/X4FTne2P88WzjJc9VECeReujsCVglsBKt4=,1,0,,7,20121019
